numero;b1;b2;b3;b4;b5;i1;i2;i3;i4;i5;n1;n2;n3;n4;n5;g1;g2;g3;g4;g5;o1;o2;o3;o4;o5
46;6;11;4;8;10;17;28;21;24;26;40;35;0;43;45;56;57;54;48;51;62;73;68;74;63
47;5;12;15;11;1;26;29;16;23;28;39;36;0;45;42;52;46;51;59;56;73;68;65;64;70
48;6;9;5;11;7;17;21;25;26;23;41;40;0;42;37;47;58;53;54;56;69;74;64;66;70
49;11;1;5;9;13;19;25;22;24;29;41;37;0;32;31;58;51;60;47;52;63;75;65;69;64
50;11;1;14;5;9;22;24;28;23;21;31;40;0;41;39;56;59;55;51;54;68;71;72;61;65
51;2;13;12;1;8;18;22;24;30;19;36;41;0;32;37;48;50;52;46;53;62;69;71;75;63
52;12;4;14;10;1;29;22;26;16;27;41;32;0;40;43;51;55;48;49;56;62;61;63;66;65
53;11;6;1;8;4;17;21;18;20;28;37;39;0;42;31;52;57;56;53;55;68;62;61;69;73
54;8;7;2;3;1;17;16;27;26;19;44;40;0;33;34;59;53;50;49;47;64;68;74;72;63
55;12;6;3;13;5;24;30;27;19;26;35;38;0;39;43;52;47;54;58;53;68;72;62;71;73
56;11;10;4;12;9;22;28;25;19;17;39;32;0;43;42;53;55;56;47;48;73;62;66;63;67
57;3;10;6;13;2;25;21;29;24;30;35;41;0;44;38;52;46;50;54;55;73;63;69;74;64
58;14;2;12;9;3;19;18;28;30;23;40;39;0;36;43;55;50;49;48;51;71;74;64;63;66
59;14;3;13;5;12;17;25;28;24;29;34;40;0;42;37;58;48;53;55;54;65;66;64;70;67
60;1;13;12;6;14;17;25;26;20;29;38;33;0;32;37;55;54;48;58;49;74;63;68;65;67
61;9;8;2;12;11;22;20;26;24;27;33;42;0;38;44;46;58;54;60;50;64;66;72;69;73
62;4;2;5;9;8;18;20;29;27;23;43;39;0;34;41;54;57;58;49;56;69;74;66;75;65
63;4;3;11;10;9;16;18;25;27;26;34;43;0;45;39;57;58;53;54;59;74;67;69;62;68
64;11;10;7;2;14;17;27;22;20;25;43;33;0;40;31;56;55;54;53;46;62;65;64;63;74
65;11;14;7;12;6;28;24;17;27;19;41;36;0;42;34;57;60;55;50;56;73;72;63;69;70
66;12;8;7;13;3;29;21;23;16;18;33;36;0;32;35;59;60;56;46;55;70;67;73;66;63
67;11;12;6;13;9;18;22;16;24;28;40;38;0;33;43;49;53;55;54;51;63;70;67;68;72
68;8;11;3;13;1;20;25;17;27;16;41;38;0;44;31;58;59;50;46;57;61;74;66;64;72
69;5;12;1;14;6;30;26;23;20;29;39;41;0;32;36;56;50;52;58;51;72;69;66;67;68
70;14;11;2;8;13;18;22;26;16;23;42;41;0;36;45;52;48;51;47;49;64;69;63;70;61
71;4;7;1;5;3;28;20;22;23;26;42;31;0;32;41;54;48;58;57;55;64;70;61;73;67
72;4;10;5;13;7;23;19;25;16;18;43;45;0;34;32;54;55;52;56;50;68;70;66;63;69
73;9;11;10;7;13;20;19;30;21;16;44;31;0;40;42;54;57;46;60;51;70;69;62;65;73
74;4;2;6;14;5;29;27;21;19;18;37;34;0;42;33;55;47;49;51;56;66;72;64;69;71
75;12;8;1;11;7;26;28;23;18;21;45;40;0;34;39;49;58;56;50;55;73;63;65;64;70
76;10;9;1;11;6;23;29;26;19;24;39;40;0;35;38;46;59;58;48;53;71;65;66;67;73
77;5;11;10;6;2;30;16;26;24;25;44;37;0;32;42;56;59;48;51;58;63;69;70;74;71
78;11;4;12;5;2;20;17;27;18;24;41;39;0;42;34;47;46;48;59;60;61;66;72;69;62
79;8;14;13;11;6;21;17;19;28;20;32;38;0;41;36;56;48;57;46;50;63;72;67;62;71
80;3;15;5;9;1;21;24;18;29;30;42;43;0;41;39;47;59;58;49;57;64;74;66;70;73
81;14;11;9;4;8;20;26;25;18;22;37;40;0;36;32;49;56;53;52;54;62;72;73;71;67
82;4;7;10;6;14;30;19;27;21;20;34;40;0;44;41;55;58;56;59;48;61;72;74;62;70
83;8;2;13;12;11;24;22;17;26;21;38;42;0;33;41;56;52;59;53;46;61;64;72;67;65
84;8;5;15;2;13;28;25;20;26;24;35;39;0;40;38;51;49;58;50;59;68;71;67;61;72
85;7;3;9;14;5;24;30;23;25;17;37;35;0;32;31;55;58;60;56;54;70;65;64;61;69
86;3;12;13;4;6;23;17;27;26;29;43;32;0;44;42;52;55;58;56;47;64;69;63;66;72
87;1;7;9;4;8;26;16;22;23;27;40;45;0;38;33;52;48;51;60;53;65;66;61;62;72
88;12;5;13;6;11;18;29;27;23;30;32;40;0;36;43;56;55;46;49;57;74;62;65;69;61
89;11;7;5;13;12;25;16;19;29;18;43;36;0;34;44;59;52;54;51;46;69;66;63;64;70
90;14;8;12;7;10;27;29;17;23;26;36;41;0;38;39;55;50;51;48;58;72;73;62;65;74
91;6;10;5;13;3;25;22;21;16;19;45;44;0;37;39;58;50;60;47;46;61;66;74;71;75
92;9;6;15;14;5;20;22;26;21;24;39;38;0;43;34;50;47;56;59;58;62;66;71;73;65
93;1;14;13;2;6;25;22;30;27;20;44;31;0;33;34;59;56;52;48;51;68;72;69;64;67
94;15;5;3;10;9;22;18;30;26;23;32;45;0;43;33;50;60;58;46;53;68;65;64;73;70
95;14;7;6;11;1;30;23;24;22;28;35;43;0;36;37;57;58;59;48;51;75;74;61;64;70
96;14;11;10;7;6;25;29;20;18;22;40;31;0;37;34;49;52;53;55;54;72;66;61;64;69
97;10;14;8;13;9;25;29;26;18;28;37;41;0;44;43;56;52;54;51;50;61;65;74;71;64
98;12;5;14;10;7;18;28;21;23;24;35;38;0;33;43;56;46;48;59;57;71;73;67;75;64
99;13;8;15;7;5;25;26;23;19;21;43;33;0;44;31;51;49;56;48;50;63;72;62;70;74
100;2;4;1;8;11;27;21;24;16;29;35;33;0;31;41;49;46;51;55;53;71;63;72;73;62
101;11;12;6;14;10;24;19;18;23;29;31;33;0;42;43;50;57;47;56;59;75;67;72;71;70
102;9;15;11;4;12;28;24;25;27;21;38;42;0;41;32;53;60;47;51;46;66;64;62;70;71
103;9;11;10;13;7;30;17;20;28;25;34;33;0;35;32;46;51;47;58;57;71;61;74;70;64
104;5;9;2;11;8;28;17;29;25;22;32;33;0;44;42;55;50;58;54;52;66;68;70;64;75
105;4;3;2;8;12;16;26;19;22;20;41;35;0;39;40;54;56;57;58;59;63;75;61;70;68
106;7;15;6;8;5;25;17;20;23;27;34;43;0;45;33;57;46;52;51;60;71;73;67;61;64
107;15;4;9;3;14;27;18;26;23;24;38;35;0;41;36;50;47;53;48;59;71;67;62;74;69
108;13;15;2;9;10;21;26;27;17;16;40;34;0;38;39;47;54;48;52;49;67;61;74;63;64
109;15;11;7;12;9;27;19;20;23;29;31;33;0;35;41;55;51;56;47;52;61;65;63;64;70
110;7;13;2;4;5;28;21;22;29;19;45;38;0;35;36;59;48;50;52;54;71;69;65;67;66
111;10;15;7;9;8;27;23;25;28;16;44;34;0;42;36;48;54;49;52;58;64;74;62;61;65
112;8;9;6;11;10;26;30;19;23;25;45;39;0;37;31;56;57;55;52;54;73;74;67;71;70
113;4;7;14;5;1;22;26;25;21;29;40;35;0;32;39;56;46;48;54;57;68;64;71;73;66
114;5;7;6;10;8;23;28;26;24;17;38;32;0;37;41;59;58;47;49;57;74;68;66;70;64
115;13;11;9;7;1;24;25;20;29;26;34;36;0;33;35;55;46;53;49;59;66;62;63;61;72
116;3;9;11;14;15;20;26;28;22;19;33;40;0;41;45;53;49;58;56;55;62;67;70;64;73
117;13;12;7;8;4;21;28;23;18;16;35;38;0;39;41;52;58;56;49;57;69;61;74;73;65
118;5;8;7;11;15;21;28;22;16;24;34;42;0;44;31;58;48;46;50;55;65;70;66;64;69
119;4;5;14;6;1;30;26;18;17;23;43;44;0;33;36;54;48;56;59;57;72;62;74;73;63
120;9;3;12;5;13;30;17;29;23;24;41;37;0;36;38;58;55;51;47;52;71;66;63;74;72
121;5;6;7;3;8;18;17;19;22;16;37;44;0;36;41;51;60;56;48;58;68;75;62;65;64
122;1;10;11;4;7;23;27;21;19;18;37;44;0;42;38;50;58;55;49;46;66;71;72;67;70
123;10;5;2;1;12;30;28;25;29;20;38;34;0;37;33;50;52;58;48;60;72;74;64;70;61
124;6;15;12;14;5;21;17;28;27;24;40;37;0;39;36;52;46;58;53;50;66;74;63;61;73
125;10;5;13;14;3;23;19;22;17;16;34;35;0;43;31;46;51;49;52;53;75;63;73;74;69
126;10;11;8;3;15;21;25;16;23;24;39;32;0;33;42;46;56;51;47;58;68;70;66;69;67
127;13;14;10;15;2;25;26;21;29;28;31;44;0;45;35;48;53;52;47;50;70;72;63;73;69
128;7;9;13;6;8;29;23;22;30;24;42;33;0;39;44;48;54;50;58;53;69;70;71;66;65
129;3;15;4;13;12;22;24;29;25;28;41;36;0;35;33;58;47;51;59;46;69;70;61;62;74
130;11;8;1;14;3;26;30;25;21;19;35;33;0;32;45;60;57;53;49;47;72;68;65;61;63
131;7;11;1;13;4;16;25;23;26;22;39;45;0;42;36;50;56;55;54;57;74;70;63;61;65
132;4;1;9;5;6;24;23;21;19;29;40;43;0;44;37;50;53;54;58;49;61;72;75;68;74
133;7;5;4;6;9;29;28;23;27;30;45;44;0;32;35;55;60;47;49;54;71;74;68;70;67
134;4;13;3;2;7;20;27;24;18;26;31;38;0;32;34;54;49;53;50;46;64;71;66;74;61
135;4;14;15;3;7;26;19;25;16;29;37;33;0;32;38;51;58;56;47;48;65;73;70;61;66
136;13;8;4;9;15;16;19;22;18;27;34;31;0;45;37;46;49;55;53;60;73;74;72;71;62
137;15;9;2;1;6;17;27;19;24;16;35;36;0;39;38;49;51;56;58;53;71;70;61;67;74
138;8;14;5;12;10;16;21;23;19;17;31;44;0;42;36;59;50;51;56;54;62;73;63;65;72
139;5;11;9;14;7;17;26;24;22;18;34;43;0;37;41;51;46;48;47;53;64;74;67;71;70
140;14;15;13;5;4;30;22;26;24;20;34;44;0;36;43;51;56;46;52;50;71;62;68;61;69
141;1;8;13;11;15;23;19;25;28;21;33;34;0;40;31;59;48;51;56;47;71;75;63;72;67
142;13;14;11;12;4;27;21;16;18;29;37;38;0;39;41;48;49;58;47;53;61;70;65;69;62
143;3;11;13;1;9;19;26;22;27;28;38;36;0;35;42;46;60;48;51;55;63;67;74;70;75
144;13;2;4;3;11;28;16;24;17;30;38;44;0;35;41;53;58;47;49;59;62;70;69;75;67
145;12;14;7;3;2;16;28;24;25;22;40;31;0;42;41;56;54;48;57;55;65;74;64;69;61
146;10;5;14;8;11;23;30;17;19;29;33;31;0;42;41;59;52;56;58;55;71;62;73;64;69
147;11;3;7;15;2;22;24;19;30;23;38;35;0;43;45;59;53;52;46;58;61;71;63;67;65
148;14;9;8;4;15;18;19;23;30;26;45;40;0;37;43;50;52;46;58;59;66;73;74;70;75
149;5;1;3;7;6;16;20;29;19;24;37;33;0;39;36;56;57;49;59;47;67;74;72;68;65
150;9;14;5;10;8;23;17;25;27;21;32;33;0;41;42;51;54;50;55;57;69;71;68;64;66
151;1;14;10;8;11;24;25;30;29;16;34;44;0;31;41;51;59;57;53;50;72;61;62;69;73
152;3;4;2;7;14;27;20;21;16;28;38;39;0;34;40;50;54;59;55;58;75;62;72;68;69
153;4;8;5;3;1;26;21;23;17;16;38;42;0;36;32;55;59;48;51;53;69;72;68;65;61
154;3;2;9;13;10;26;18;30;20;25;38;37;0;31;35;49;46;57;56;59;62;65;75;63;74
155;7;14;3;10;6;16;17;26;25;22;39;41;0;34;32;46;47;59;48;55;64;74;62;72;68
156;4;15;3;11;12;23;30;21;17;27;40;45;0;41;42;60;56;54;51;59;72;65;69;63;62
157;14;9;13;10;4;29;24;28;23;30;45;44;0;36;33;46;56;48;53;60;72;69;68;70;65
158;3;14;4;10;6;21;23;19;28;20;41;40;0;44;37;55;57;56;53;51;73;63;71;75;62
159;13;8;7;4;14;23;29;28;20;21;35;39;0;40;38;57;46;54;48;60;72;71;64;69;67
160;14;1;10;9;8;22;21;16;23;28;45;42;0;38;37;56;59;48;51;52;75;61;67;64;71
161;2;1;4;11;9;19;28;17;24;26;31;32;0;41;38;60;46;47;49;55;64;63;72;73;68
162;5;2;3;13;14;20;24;29;17;27;39;32;0;31;35;56;48;46;53;54;62;71;70;68;63
163;7;8;2;11;9;18;20;27;25;17;41;34;0;35;33;49;46;57;51;48;65;66;61;64;70
164;1;14;2;5;6;21;28;16;22;20;43;39;0;34;40;50;55;56;53;47;63;67;68;65;64
165;2;8;1;6;4;23;25;24;19;17;36;32;0;40;31;46;48;51;60;55;66;68;64;72;65
166;1;14;4;2;5;16;21;23;24;19;39;36;0;44;41;55;56;49;52;54;69;74;65;62;73
167;7;8;9;14;10;30;23;16;24;18;31;45;0;34;32;50;54;59;48;60;70;66;65;67;71
168;13;5;14;3;2;27;16;21;26;18;38;39;0;35;44;58;53;57;46;47;63;70;72;62;66
169;13;8;9;4;15;21;26;18;19;28;44;33;0;41;37;52;49;57;51;50;61;74;66;64;65
170;1;3;6;2;11;28;25;27;26;22;40;34;0;35;42;60;56;47;54;58;74;73;71;69;61
171;6;12;2;9;14;27;24;29;18;26;37;32;0;31;38;51;52;50;58;56;66;63;68;67;62
172;3;6;14;8;4;18;20;29;21;26;32;45;0;39;40;56;55;51;58;53;65;67;68;72;61
173;9;13;3;15;8;17;18;21;27;28;44;36;0;31;34;59;58;54;57;56;74;75;70;64;72
174;1;5;15;13;2;26;27;30;24;22;35;33;0;36;34;51;59;50;55;56;68;61;70;75;65
175;2;6;1;9;11;19;26;17;21;16;31;43;0;36;39;47;55;57;46;52;66;65;74;71;70
176;7;1;14;8;10;24;25;26;20;23;37;41;0;35;34;47;58;54;49;56;70;73;63;72;67
177;12;6;13;15;3;17;27;24;21;29;33;42;0;43;34;49;59;47;60;56;70;68;61;67;63
178;4;14;10;11;2;20;29;28;23;21;34;36;0;37;45;57;52;54;55;46;67;62;71;65;74
179;6;15;14;1;4;19;18;24;23;20;44;40;0;37;41;59;58;53;55;56;69;68;72;65;62
180;6;12;10;7;9;18;16;19;23;21;31;37;0;33;41;54;60;49;51;52;69;62;63;68;64
181;14;6;3;7;2;27;22;30;18;19;43;44;0;31;41;46;59;55;47;48;61;67;68;62;70
182;2;10;13;9;15;21;16;18;25;23;41;44;0;33;43;59;60;54;49;52;75;67;70;62;69
183;4;13;15;14;2;16;17;28;26;24;39;42;0;41;34;57;53;55;56;50;70;74;71;73;69
184;11;7;4;1;6;23;26;19;25;18;34;36;0;32;35;48;57;51;56;55;75;72;68;65;64
185;1;15;4;8;12;19;30;17;28;27;40;32;0;42;41;47;53;49;59;54;65;67;74;63;62
186;8;3;9;15;2;25;24;18;27;17;39;32;0;45;33;56;46;50;54;53;63;67;61;64;71
187;10;14;2;13;1;18;28;27;30;21;37;36;0;31;38;53;46;51;50;57;68;64;73;72;62
188;11;10;12;2;4;19;17;26;18;20;41;36;0;42;37;56;57;47;52;51;66;73;71;75;64
189;14;13;9;3;1;23;29;22;16;21;40;34;0;41;31;57;60;59;56;51;74;62;70;71;72
190;10;14;11;1;2;17;28;25;18;22;44;43;0;38;32;49;53;58;51;48;66;65;64;62;73
191;1;14;7;3;5;24;30;16;18;23;33;32;0;40;36;48;53;47;57;50;67;68;61;66;65
192;11;2;6;1;7;29;28;21;24;23;37;44;0;38;42;57;56;55;50;48;66;65;69;63;72
193;1;9;15;8;2;23;19;25;17;27;32;39;0;41;38;53;47;57;49;52;61;64;62;71;63
194;8;13;3;2;1;25;20;26;18;27;41;32;0;42;33;52;51;46;50;49;74;66;72;61;64
195;3;5;6;2;8;30;29;19;25;24;36;43;0;38;39;50;47;51;46;59;70;68;71;63;65
196;2;10;3;9;6;27;30;21;16;26;32;41;0;35;43;56;57;52;51;60;67;72;71;75;62
197;5;10;4;11;9;30;26;24;21;22;42;41;0;32;34;58;46;60;49;54;72;62;63;64;75
198;7;3;11;6;14;21;24;22;30;17;33;45;0;43;34;49;53;57;60;46;65;69;64;71;70
199;1;4;6;3;9;20;22;19;29;24;31;44;0;33;41;49;58;55;47;46;67;70;68;69;73
200;11;6;8;3;9;20;27;28;23;26;44;31;0;32;45;52;49;57;53;56;69;67;72;61;68
201;8;14;2;9;12;27;29;23;25;20;35;31;0;43;36;54;46;55;58;59;73;68;66;70;63
202;12;2;4;10;15;28;22;19;26;24;37;43;0;40;41;54;53;47;49;57;61;65;70;62;67
203;8;13;2;10;9;27;26;18;16;22;43;32;0;34;44;59;47;54;55;49;69;65;61;73;75
204;6;3;14;8;2;25;27;24;16;21;36;38;0;41;39;47;52;56;55;58;65;67;73;64;72
205;7;3;10;12;5;24;30;29;21;18;36;44;0;41;43;53;58;54;47;56;62;64;66;75;65
206;14;2;1;6;8;23;17;22;20;26;44;35;0;31;42;53;60;47;55;58;73;72;70;67;63
207;5;2;11;6;3;27;28;21;29;17;41;33;0;31;32;55;59;46;57;60;74;70;61;71;69
208;12;7;9;4;3;19;16;24;28;23;43;42;0;44;41;53;55;47;60;56;66;70;62;64;67
209;13;3;10;7;15;27;25;18;29;17;44;34;0;36;35;52;55;56;47;48;61;64;74;72;68
210;6;14;3;7;1;16;21;23;25;22;35;40;0;38;34;52;51;57;46;59;73;75;62;72;65
211;2;1;13;12;9;22;23;19;17;29;39;37;0;42;40;46;55;48;58;49;67;62;63;66;73
212;5;3;9;8;10;22;25;20;18;27;44;37;0;34;38;58;47;53;46;48;66;65;70;71;69
213;5;14;10;2;11;24;18;29;26;22;31;43;0;40;36;57;53;59;54;48;65;74;63;69;72
214;2;13;14;1;10;16;20;25;27;29;43;34;0;45;39;52;53;54;47;59;75;74;72;71;66
215;2;9;14;13;10;16;26;28;25;24;33;40;0;38;34;51;55;56;47;49;69;72;73;68;64
216;10;1;9;5;15;27;25;24;21;28;41;38;0;31;42;59;57;53;46;50;66;67;75;63;73
217;9;3;4;14;2;21;26;18;29;20;32;41;0;31;36;51;58;48;50;59;70;73;67;68;65
218;10;13;3;11;6;29;27;24;30;26;35;43;0;38;36;60;49;51;48;54;69;66;68;73;71
219;14;13;3;9;12;28;27;29;17;16;31;44;0;42;35;55;57;52;46;53;74;66;68;75;71
220;1;10;8;13;6;17;18;20;19;28;43;41;0;35;37;56;53;57;55;49;61;63;73;71;74
221;9;14;15;8;5;30;23;29;19;20;35;41;0;45;31;60;50;57;54;48;71;66;61;62;74
222;7;12;11;15;10;26;28;17;16;27;33;31;0;36;37;48;50;59;60;57;61;63;75;69;70
223;5;11;2;4;14;25;28;27;30;16;37;32;0;44;42;52;55;56;54;47;71;62;61;69;63
224;7;11;14;9;12;17;19;22;18;24;31;39;0;44;42;54;46;57;60;49;62;66;67;71;74
225;2;6;9;12;10;22;28;23;21;29;33;38;0;36;43;50;46;47;52;53;61;62;67;64;71
226;12;8;5;2;15;26;21;17;16;29;43;37;0;33;32;58;50;54;57;47;70;62;63;67;64
227;14;4;2;11;1;30;16;23;20;21;31;36;0;34;37;53;60;47;50;57;74;61;64;67;63
228;9;11;7;14;15;16;22;20;21;17;45;36;0;38;39;59;53;47;54;58;63;69;72;65;71
229;9;7;12;4;8;28;19;20;29;21;41;33;0;38;32;59;50;52;46;49;74;69;64;71;70
230;1;11;7;12;9;18;22;20;21;19;41;33;0;44;45;54;56;55;48;57;69;71;61;74;73
231;3;1;6;9;4;24;30;18;28;20;35;41;0;36;37;47;50;58;55;57;75;67;74;62;69
232;14;9;6;10;7;21;17;22;30;24;42;31;0;37;34;52;55;54;49;60;71;61;72;68;65
233;6;9;2;10;3;16;17;18;29;21;33;31;0;37;39;56;53;58;49;54;68;61;67;72;64
234;7;2;3;14;8;27;22;24;21;19;31;40;0;43;42;58;54;51;59;56;73;63;74;65;72
235;5;4;11;7;2;29;20;30;23;19;42;41;0;39;43;59;48;49;55;56;70;61;73;71;63
236;3;14;5;13;1;18;19;20;26;28;43;40;0;35;37;47;48;51;52;57;64;62;74;71;63
237;13;3;6;8;4;18;17;16;21;25;41;40;0;33;39;59;54;57;49;53;75;74;71;63;73
238;5;12;2;4;11;25;22;16;19;26;43;36;0;39;33;52;48;53;54;49;70;71;74;65;67
239;4;10;1;11;7;22;24;17;20;23;37;38;0;36;31;48;60;50;57;46;66;63;64;69;67
240;5;2;1;12;11;26;25;23;22;17;36;40;0;32;43;50;51;56;60;57;68;72;61;63;74
241;2;9;10;15;6;27;17;18;20;21;35;42;0;33;43;59;58;46;56;50;66;70;72;65;64
242;13;12;3;2;7;16;23;22;21;20;33;35;0;32;44;55;53;51;49;59;71;61;62;68;74
243;5;6;8;3;7;27;17;19;21;29;42;31;0;37;43;56;49;60;54;58;65;61;66;63;64
244;4;10;6;12;13;30;27;20;21;28;32;35;0;36;44;57;54;56;53;50;71;72;70;63;68
245;11;6;1;5;15;18;20;26;17;16;31;39;0;40;45;57;47;49;53;55;65;70;69;62;66
246;2;13;4;10;1;22;19;29;17;23;38;40;0;32;35;57;59;55;46;54;69;63;66;61;68
247;6;1;9;8;10;16;17;22;29;27;39;33;0;31;42;46;55;47;59;52;71;70;62;73;63
248;2;6;7;9;13;23;18;27;24;22;44;34;0;42;35;56;55;47;57;58;74;69;67;72;70
249;11;10;5;13;6;30;19;20;23;28;35;39;0;38;42;52;49;51;58;54;75;69;71;64;68
250;10;13;9;6;12;30;24;26;18;25;43;38;0;35;41;51;53;46;58;52;73;75;69;72;70
251;11;8;3;6;10;20;30;17;21;23;37;34;0;43;33;54;60;58;48;53;65;64;73;72;74
252;6;5;10;11;4;28;25;22;18;19;42;38;0;43;32;58;60;50;52;51;69;74;70;73;71
253;7;5;14;10;1;25;17;19;26;28;37;42;0;34;33;50;57;60;47;49;69;70;64;73;61
254;10;9;14;8;6;16;24;29;28;30;42;39;0;33;40;51;58;48;55;47;66;72;62;68;64
255;5;6;4;1;8;29;19;23;28;25;32;45;0;38;34;57;54;55;56;50;61;64;72;62;68
256;9;10;3;6;2;17;29;26;27;19;42;44;0;33;40;47;57;53;52;49;70;75;72;69;74
257;7;13;6;4;3;24;23;16;27;29;37;34;0;39;35;60;48;49;59;54;67;66;62;71;72
258;6;12;2;3;5;17;20;28;23;25;42;33;0;32;36;55;51;52;50;58;74;63;69;64;61
259;13;2;4;11;5;30;17;20;18;27;35;44;0;34;43;46;56;49;55;54;74;61;65;70;64
260;10;7;9;11;6;18;27;23;29;20;33;36;0;41;38;53;46;52;58;55;71;69;63;67;65
261;7;5;13;6;10;17;27;16;18;22;42;40;0;37;32;48;52;50;59;49;72;62;69;66;68
262;10;4;1;8;12;26;27;28;17;22;42;32;0;37;41;54;57;46;49;56;62;65;64;61;71
263;13;14;8;9;7;24;17;28;30;22;33;38;0;37;39;51;46;50;57;59;62;68;66;65;64
264;11;15;1;6;9;17;22;29;19;21;37;43;0;38;40;48;58;56;54;49;65;64;75;69;68
265;2;7;9;1;8;19;21;25;27;17;44;34;0;31;36;52;56;58;49;53;73;70;75;72;68
266;12;5;14;11;4;23;25;26;24;19;41;45;0;39;40;51;49;60;55;50;72;68;62;61;74
